,line,filename,entity,len,lineNo,blank,email,url,phone,sigdelimiter,special,words,header,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,num90,num50,num10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,nSigBlocks,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioFromEnd,posRatioNB,lenRatio,lenRatioMax,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1401,Steve,193.txt,signature,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0,0,0,1,3,162.0,0,476,1,2,1,1,0,1,0,1,1,1.0,0.0,1.5,0.030864197530864196,0.01050420168067227,1,0,1,1
1402,here you go,194.txt,no_entity,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,h,0,0,1,0,0,0,0,0,0,1,11.0,11,11,0,1,0,0,0,1,0,1,1,1.0,0.0,1.0,1.0,1.0,1,0,0,0
1403,I purchase Snohomish Transmission to deliver power from MID C to Montana sys. The Transmission cost is $2.00 per mw. This cost is added in addition to the power price at MID C. The Air Products deal is at MID C.  We fill this position by purchasing at MID C.  I hope this helps. ,195.txt,no_entity,279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,4,74.0,0,279,2,2,1,1,3,0,0,1,1,0.25,0.75,0.5,3.77027027027027,1.0,0,1,0,0
1404,,195.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,4,74.0,0,279,2,2,1,1,2,0,0,1,1,0.5,0.5,1.0,0.0,0.0,1,0,1,1
1405,,195.txt,no_entity,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,4,74.0,0,279,2,2,1,1,1,0,1,1,1,0.75,0.25,1.5,0.0,0.0,1,0,1,1
1406,Lisa     ,195.txt,signature,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,1,1,0,0,0,0,1,4,74.0,0,279,2,2,1,1,0,1,0,1,1,1.0,0.0,2.0,0.12162162162162163,0.03225806451612903,1,0,1,1
1407,"Hi Lisa,",196.txt,no_entity,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,1,11,75.0,0,428,4,7,1,1,10,0,0,0,1,0.09090909090909091,0.9090909090909091,0.14285714285714285,0.10666666666666667,0.018691588785046728,1,0,1,1
1408,,196.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,75.0,0,428,4,7,1,1,9,0,0,0,1,0.18181818181818182,0.8181818181818182,0.2857142857142857,0.0,0.0,1,0,1,1
1409,"I am working on a Hedging Activity Report that will be sent to E&Y on a weekly basis.  I think Mo is out of the office so I heard that you might be the right person to ask for help.  For the first week, I am using a spreadsheet that Mo sent where he bought some July power at MID C.  It looks like the MID C power along with our NW Del length makes us flat for July at MID C and Montana System Border as well.  My questions are:",196.txt,no_entity,428,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,11,75.0,0,428,4,7,1,1,8,0,0,0,1,0.2727272727272727,0.7272727272727273,0.42857142857142855,5.706666666666667,1.0,0,1,0,0
1410,,196.txt,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,75.0,0,428,4,7,1,1,7,0,0,0,1,0.36363636363636365,0.6363636363636364,0.5714285714285714,0.0,0.0,1,0,1,1
1411,How does power flow between MID C and the other delivery points (like Montana)?,196.txt,no_entity,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,0,11,75.0,0,428,4,7,1,1,6,0,0,0,1,0.45454545454545453,0.5454545454545454,0.7142857142857143,1.0533333333333332,0.18457943925233644,0,1,0,0
1412,Do we incur a transmission cost on top of what he bought the power for?,196.txt,no_entity,71,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,1,0,0,0,0,0,0,11,75.0,0,428,4,7,1,1,5,0,0,0,1,0.5454545454545454,0.45454545454545453,0.8571428571428571,0.9466666666666667,0.1658878504672897,1,0,0,0
1413,We are actually a little long (960 MWh) b/c of the Air Products deal that is a little unique ... what happens to this length?,196.txt,no_entity,125,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,1,0,0,0,0,0,0,11,75.0,0,428,4,7,1,1,4,0,0,1,1,0.6363636363636364,0.36363636363636365,1.0,1.6666666666666667,0.29205607476635514,0,1,0,0
1414,,196.txt,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,75.0,0,428,4,7,1,1,3,0,0,1,1,0.7272727272727273,0.2727272727272727,1.1428571428571428,0.0,0.0,1,0,1,1
1415,"If it's easier to explain over the phone, please give me a call at 713-853-4748.  Thanks for your help.",196.txt,no_entity,103,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,11,75.0,0,428,4,7,1,1,2,0,0,1,1,0.8181818181818182,0.18181818181818182,1.2857142857142858,1.3733333333333333,0.24065420560747663,0,1,0,0
1416,,196.txt,no_entity,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,75.0,0,428,4,7,1,1,1,0,1,1,1,0.9090909090909091,0.09090909090909091,1.4285714285714286,0.0,0.0,1,0,1,1
1417,Steve ,196.txt,signature,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,1,11,75.0,0,428,4,7,1,1,0,1,0,1,1,1.0,0.0,1.5714285714285714,0.08,0.014018691588785047,1,0,1,1
1418,"John,",197.txt,no_entity,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,J,0,0,1,0,0,0,0,0,1,39,29.0,0,76,6,33,5,1,38,0,0,0,0,0.02564102564102564,0.9743589743589743,0.030303030303030304,0.1724137931034483,0.06578947368421052,1,0,1,1
1419,,197.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,37,0,0,0,0,0.05128205128205128,0.9487179487179487,0.06060606060606061,0.0,0.0,1,0,1,1
1420,"Further to our conversation last week, this is written notification that the",197.txt,no_entity,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,36,0,0,0,0,0.07692307692307693,0.9230769230769231,0.09090909090909091,2.6206896551724137,1.0,0,1,0,0
1421,Power Pool was required to modify PetroCanada's direct sales/forward,197.txt,no_entity,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,35,0,0,0,0,0.10256410256410256,0.8974358974358975,0.12121212121212122,2.3448275862068964,0.8947368421052632,0,1,0,0
1422,contracts with Enron Canada Power due to the sale of the Sundance 3 unit,197.txt,no_entity,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,34,0,0,0,0,0.1282051282051282,0.8717948717948718,0.15151515151515152,2.4827586206896552,0.9473684210526315,0,1,0,0
1423,effective December 29 HE 1 2001.  The details of these changes are provided,197.txt,no_entity,75,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,33,0,0,0,0,0.15384615384615385,0.8461538461538461,0.18181818181818182,2.586206896551724,0.9868421052631579,0,1,0,0
1424,below.,197.txt,no_entity,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,32,0,0,0,0,0.1794871794871795,0.8205128205128205,0.21212121212121213,0.20689655172413793,0.07894736842105263,1,0,1,1
1425,,197.txt,no_entity,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,31,0,0,0,0,0.20512820512820512,0.7948717948717948,0.24242424242424243,0.0,0.0,1,0,1,1
1426,***********************************,197.txt,no_entity,35,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,*,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,30,0,0,0,0,0.23076923076923078,0.7692307692307693,0.2727272727272727,1.206896551724138,0.4605263157894737,0,1,0,0
1427,Original Contract Number: 138,197.txt,no_entity,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,1,1,39,29.0,0,76,6,33,5,1,29,0,0,0,0,0.2564102564102564,0.7435897435897436,0.30303030303030304,1.0,0.3815789473684211,1,0,0,0
1428,Terminated: December 28 HE 24,197.txt,no_entity,29,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,28,0,0,0,0,0.28205128205128205,0.717948717948718,0.3333333333333333,1.0,0.3815789473684211,1,0,0,0
1429,Source:  Enron Sundance 3 (Enron's metered asset),197.txt,no_entity,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,27,0,0,0,0,0.3076923076923077,0.6923076923076923,0.36363636363636365,1.6896551724137931,0.6447368421052632,0,1,0,0
1430,Sink: PO1U,197.txt,no_entity,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,26,0,0,0,0,0.3333333333333333,0.6666666666666666,0.3939393939393939,0.3448275862068966,0.13157894736842105,1,0,1,1
1431,,197.txt,no_entity,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,25,0,0,0,0,0.358974358974359,0.6410256410256411,0.42424242424242425,0.0,0.0,1,0,1,1
1432,New Contract Number: 2048,197.txt,no_entity,25,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,1,0,0,0,0,1,1,39,29.0,0,76,6,33,5,1,24,0,0,0,0,0.38461538461538464,0.6153846153846154,0.45454545454545453,0.8620689655172413,0.32894736842105265,1,0,0,0
1433,Begin Date: December 29 HE 1,197.txt,no_entity,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,23,0,0,0,0,0.41025641025641024,0.5897435897435898,0.48484848484848486,0.9655172413793104,0.3684210526315789,1,0,0,0
1434,Expiry Date: December 31 HE 24,197.txt,no_entity,30,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,22,0,0,0,0,0.4358974358974359,0.5641025641025641,0.5151515151515151,1.0344827586206897,0.39473684210526316,0,1,0,0
1435,Source:  Enron ECP- (Enron's unmetered asset),197.txt,no_entity,45,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,21,0,0,0,0,0.46153846153846156,0.5384615384615384,0.5454545454545454,1.5517241379310345,0.5921052631578947,0,1,0,0
1436,Sink: PO1U,197.txt,no_entity,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,20,0,0,0,0,0.48717948717948717,0.5128205128205128,0.5757575757575758,0.3448275862068966,0.13157894736842105,1,0,1,1
1437,***********************************,197.txt,no_entity,35,20,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,*,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,19,0,0,0,0,0.5128205128205128,0.48717948717948717,0.6060606060606061,1.206896551724138,0.4605263157894737,0,1,0,0
1438,Original Contract Number: 1287,197.txt,no_entity,30,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,0,1,0,0,0,0,1,1,39,29.0,0,76,6,33,5,1,18,0,0,0,0,0.5384615384615384,0.46153846153846156,0.6363636363636364,1.0344827586206897,0.39473684210526316,0,1,0,0
1439,Terminated: December 28 HE 24,197.txt,no_entity,29,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,17,0,0,0,0,0.5641025641025641,0.4358974358974359,0.6666666666666666,1.0,0.3815789473684211,1,0,0,0
1440,Source:  Enron Sundance 3 (Enron's metered asset),197.txt,no_entity,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,16,0,0,0,0,0.5897435897435898,0.41025641025641024,0.696969696969697,1.6896551724137931,0.6447368421052632,0,1,0,0
1441,Sink: PO1U,197.txt,no_entity,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,15,0,0,0,0,0.6153846153846154,0.38461538461538464,0.7272727272727273,0.3448275862068966,0.13157894736842105,1,0,1,1
1442,,197.txt,no_entity,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,14,0,0,0,0,0.6410256410256411,0.358974358974359,0.7575757575757576,0.0,0.0,1,0,1,1
1443,New Contract Number: 2052,197.txt,no_entity,25,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,1,0,0,0,0,1,1,39,29.0,0,76,6,33,5,1,13,0,0,0,0,0.6666666666666666,0.3333333333333333,0.7878787878787878,0.8620689655172413,0.32894736842105265,1,0,0,0
1444,Begin Date: December 29 HE 1,197.txt,no_entity,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,12,0,0,0,0,0.6923076923076923,0.3076923076923077,0.8181818181818182,0.9655172413793104,0.3684210526315789,1,0,0,0
1445,Expiry Date: December 31 HE 24,197.txt,no_entity,30,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,11,0,0,0,0,0.717948717948718,0.28205128205128205,0.8484848484848485,1.0344827586206897,0.39473684210526316,0,1,0,0
1446,Source:  Enron ECP- (Enron's unmetered asset),197.txt,no_entity,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,10,0,0,0,1,0.7435897435897436,0.2564102564102564,0.8787878787878788,1.5517241379310345,0.5921052631578947,0,1,0,0
1447,Sink: PO1U,197.txt,no_entity,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,0,1,0,0,0,0,1,0,39,29.0,0,76,6,33,5,1,9,0,0,0,1,0.7692307692307693,0.23076923076923078,0.9090909090909091,0.3448275862068966,0.13157894736842105,1,0,1,1
1448,***********************************,197.txt,no_entity,35,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,*,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,8,0,0,0,1,0.7948717948717948,0.20512820512820512,0.9393939393939394,1.206896551724138,0.4605263157894737,0,1,0,0
1449,,197.txt,no_entity,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,7,0,0,0,1,0.8205128205128205,0.1794871794871795,0.9696969696969697,0.0,0.0,1,0,1,1
1450,"If you have any questions relating to this matter, please give me a call.",197.txt,no_entity,73,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,6,0,0,0,1,0.8461538461538461,0.15384615384615385,1.0,2.5172413793103448,0.9605263157894737,0,1,0,0
1451,,197.txt,no_entity,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,39,29.0,0,76,6,33,5,1,5,0,0,0,1,0.8717948717948718,0.1282051282051282,1.0303030303030303,0.0,0.0,1,0,1,1
1452,Carol Moline,197.txt,signature,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,1,39,29.0,0,76,6,33,5,1,4,0,0,1,1,0.8974358974358975,0.10256410256410256,1.0606060606060606,0.41379310344827586,0.15789473684210525,1,0,1,1
1453,Financial Controller,197.txt,signature,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,0,0,0,0,0,0,0,1,39,29.0,0,76,6,33,5,1,3,0,0,1,1,0.9230769230769231,0.07692307692307693,1.0909090909090908,0.6896551724137931,0.2631578947368421,1,0,1,0
1454,Power Pool of Alberta,197.txt,signature,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,2,0,0,1,1,0.9487179487179487,0.05128205128205128,1.121212121212121,0.7241379310344828,0.27631578947368424,1,0,1,0
1455,(403) 233-4686,197.txt,signature,14,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,(,0,0,1,0,0,0,1,1,0,39,29.0,0,76,6,33,5,1,1,0,1,1,1,0.9743589743589743,0.02564102564102564,1.1515151515151516,0.4827586206896552,0.18421052631578946,1,0,1,1
1456,carol.moline@powerpool.ab.ca,197.txt,signature,28,39,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,1,0,0,0,0,0,0,39,29.0,0,76,6,33,5,1,0,1,0,1,1,1.0,0.0,1.1818181818181819,0.9655172413793104,0.3684210526315789,1,0,0,0
1457,"Paula,  Tim Detmering talked with Jeff McMahon about this the other night, but Tim isn't in today so I don't know what they decided.  However, in October it was decided by Rick Buy and Pug Winokur that this was not a board action item.  I know a lot has changed since then, so if we want to take this to the board this time we will prepare the information as you suggest.  Would you re-check with Jeff McMahon and Rick Buy and confirm that this will be a board agenda item.  In the interim, Steve Harper will get the listed items in a package.",198.txt,no_entity,543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,3,185.0,0,543,1,2,1,1,2,0,0,1,1,0.3333333333333333,0.6666666666666666,0.5,2.9351351351351354,1.0,0,1,0,0
1458,,198.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,3,185.0,0,543,1,2,1,1,1,0,1,1,1,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,1,0,1,1
1459,Jeff  ,198.txt,signature,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,1,3,185.0,0,543,1,2,1,1,0,1,0,1,1,1.0,0.0,1.5,0.032432432432432434,0.011049723756906077,1,0,1,1
1460,Jeff - We are planning a BoD meeting next Wed.  A Board package for such a transaction would typically include:,199.txt,no_entity,111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,0,1,0,0,0,0,0,0,7,36.0,0,111,2,5,0,0,6,0,0,0,1,0.14285714285714285,0.8571428571428571,0.2,3.0833333333333335,1.0,0,1,0,0
1461,,199.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,7,36.0,0,111,2,5,0,0,5,0,0,0,1,0.2857142857142857,0.7142857142857143,0.4,0.0,0.0,1,0,1,1
1462,Exec. summary of transaction,199.txt,no_entity,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,0,1,0,0,0,0,0,0,7,36.0,0,111,2,5,0,0,4,0,0,1,1,0.42857142857142855,0.5714285714285714,0.6,0.7777777777777778,0.25225225225225223,1,0,0,0
1463,DASH,199.txt,no_entity,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,7,36.0,0,111,2,5,0,0,3,0,0,1,1,0.5714285714285714,0.42857142857142855,0.8,0.1111111111111111,0.036036036036036036,1,0,1,1
1464,Resolution,199.txt,no_entity,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,0,0,0,1,7,36.0,0,111,2,5,0,0,2,0,0,1,1,0.7142857142857143,0.2857142857142857,1.0,0.2777777777777778,0.09009009009009009,1,0,1,1
1465,,199.txt,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,7,36.0,0,111,2,5,0,0,1,0,1,1,1,0.8571428571428571,0.14285714285714285,1.2,0.0,0.0,1,0,1,1
1466,"Please send at your convenience, but by next Monday for distribution on Tuesday.  Thanks.  Paula",199.txt,no_entity,96,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,0,0,7,36.0,0,111,2,5,0,0,0,1,0,1,1,1.0,0.0,1.4,2.6666666666666665,0.8648648648648649,0,1,0,0
1467,"Greg Whalley has requested a Trader's Meeting tomorrow morning @ 7:45 a.m. (CST).  The meeting will be held in his office, ECS 06752.  The dial-in number for Portland and Calgary is listed below.",2.txt,no_entity,195,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,0,0,1,0,0,0,0,0,0,11,29.0,0,195,4,7,3,2,10,0,0,0,1,0.09090909090909091,0.9090909090909091,0.14285714285714285,6.724137931034483,1.0,0,1,0,0
1468,,2.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,29.0,0,195,4,7,3,2,9,0,0,0,1,0.18181818181818182,0.8181818181818182,0.2857142857142857,0.0,0.0,1,0,1,1
1469,Dial-in #		888.285.4585,2.txt,no_entity,23,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,D,0,0,1,0,0,0,0,1,0,11,29.0,0,195,4,7,3,2,8,0,0,0,1,0.2727272727272727,0.7272727272727273,0.42857142857142855,0.7931034482758621,0.11794871794871795,1,0,0,0
1470,Host Code:	869944 (Greg),2.txt,no_entity,24,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,1,1,11,29.0,0,195,4,7,3,2,7,0,0,0,1,0.36363636363636365,0.6363636363636364,0.5714285714285714,0.8275862068965517,0.12307692307692308,1,0,0,0
1471,Participant code:	107058,2.txt,no_entity,24,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P,0,0,1,0,0,0,0,1,0,11,29.0,0,195,4,7,3,2,6,0,0,0,1,0.45454545454545453,0.5454545454545454,0.7142857142857143,0.8275862068965517,0.12307692307692308,1,0,0,0
1472,,2.txt,no_entity,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,29.0,0,195,4,7,3,2,5,0,0,0,1,0.5454545454545454,0.45454545454545453,0.8571428571428571,0.0,0.0,1,0,1,1
1473,,2.txt,no_entity,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,29.0,0,195,4,7,3,2,4,0,0,1,1,0.6363636363636364,0.36363636363636365,1.0,0.0,0.0,1,0,1,1
1474,"Many Thanks,",2.txt,signature,12,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M,0,0,1,0,0,0,0,0,1,11,29.0,0,195,4,7,3,2,3,0,0,1,1,0.7272727272727273,0.2727272727272727,1.1428571428571428,0.41379310344827586,0.06153846153846154,1,0,1,1
1475,,2.txt,no_entity,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,11,29.0,0,195,4,7,3,2,2,0,0,1,1,0.8181818181818182,0.18181818181818182,1.2857142857142858,0.0,0.0,1,0,1,1
1476,Liz Taylor,2.txt,signature,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,0,0,0,0,0,0,0,1,11,29.0,0,195,4,7,3,2,1,0,1,1,1,0.9090909090909091,0.09090909090909091,1.4285714285714286,0.3448275862068966,0.05128205128205128,1,0,1,1
1477,x31935,2.txt,signature,6,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,x,0,0,0,0,0,0,1,1,0,11,29.0,0,195,4,7,3,2,0,1,0,1,1,1.0,0.0,1.5714285714285714,0.20689655172413793,0.03076923076923077,1,0,1,1
1478,Hi Sabrina.  ,20.txt,no_entity,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H,0,0,1,0,0,0,0,0,1,5,83.0,0,383,2,3,1,1,4,0,0,1,1,0.2,0.8,0.3333333333333333,0.1566265060240964,0.033942558746736295,1,0,1,1
1479,,20.txt,no_entity,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,5,83.0,0,383,2,3,1,1,3,0,0,1,1,0.4,0.6,0.6666666666666666,0.0,0.0,1,0,1,1
1480,"  Sorry it has taken me a while to get back to you on this.  Jenny Thome and Lisa Gang are working on Avista true-up from Jan '02 thru current. I believe that this pre-payment for $899,464.00 is for the week of Jan 1 thru Jan 7, 2002.  Mo - can you please confirm this?  The wire transfer request is pending 26, but  just says prepay without a trade date.  Payment was made 12/21/02.",20.txt,no_entity,383,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,5,83.0,0,383,2,3,1,1,2,0,0,1,1,0.6,0.4,1.0,4.614457831325301,1.0,0,1,0,0
1481,,20.txt,no_entity,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,0,0,0,0,5,83.0,0,383,2,3,1,1,1,0,1,1,1,0.8,0.2,1.3333333333333333,0.0,0.0,1,0,1,1
1482,  Virginia,20.txt,signature,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,1,5,83.0,0,383,2,3,1,1,0,1,0,1,1,1.0,0.0,1.6666666666666667,0.12048192771084337,0.02610966057441253,1,0,1,1
1483,"I assume this has to go before our board before we sign, right??",200.txt,no_entity,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,0,1,0,0,0,0,0,0,11,24.0,0,64,2,9,8,1,10,0,0,0,1,0.09090909090909091,0.9090909090909091,0.1111111111111111,2.6666666666666665,1.0,0,1,0,0
