,line,filename,entity,len,lineNo,email,url,phone,sigdelimiter,special,words,name,endquote,tabs1,tabs2,tabs3,punct20,punct50,punct90,reply,startpunct,firstchar,replypunct,wrote,alphanum90,alphanum50,alphanum10,title,nlines,len_avg,len_min,len_max,nBlanks,nNonBlanks,nSig,posFromEnd,last,prevlast,last5,last11,posRatio,posRatioNB,lenRatio,less_avg_len,more_avg_len,less_avg_len75,less_avg_len50
1341,contract # 1421 to modify the source from the Sundance 3 unit (SD3) to,213.txt,no_entity,70,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,19,57.0,17,76,3,16,5,9,0,0,0,1,0.3684210526315789,0.4375,1.2280701754385965,0,1,0,0
1342,Enron's unmetered source asset (ECP-).  The modified registration terms will,213.txt,no_entity,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,19,57.0,17,76,3,16,5,8,0,0,0,1,0.42105263157894735,0.5,1.3333333333333333,0,1,0,0
1343,be effective December 29 HE 1 2001 and will apply until the expiry date of,213.txt,no_entity,74,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,1,1,0,0,0,19,57.0,17,76,3,16,5,7,0,0,0,1,0.47368421052631576,0.5625,1.2982456140350878,0,1,0,0
1344,the contract registration for net settlement purposes.,213.txt,no_entity,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,19,57.0,17,76,3,16,5,6,0,0,0,1,0.5263157894736842,0.625,0.9473684210526315,1,0,0,0
1345,"If you have any questions relating to this matter, please give me a call.",213.txt,no_entity,73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,19,57.0,17,76,3,16,5,5,0,0,0,1,0.5789473684210527,0.6875,1.280701754385965,0,1,0,0
1346,Carol Moline,213.txt,signature,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,0,0,0,1,19,57.0,17,76,3,16,5,4,0,0,1,1,0.631578947368421,0.75,0.21052631578947367,1,0,1,1
1347,Financial Controller,213.txt,signature,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,1,19,57.0,17,76,3,16,5,3,0,0,1,1,0.6842105263157895,0.8125,0.3508771929824561,1,0,1,1
1348,Power Pool of Alberta,213.txt,signature,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,19,57.0,17,76,3,16,5,2,0,0,1,1,0.7368421052631579,0.875,0.3684210526315789,1,0,1,1
1349,(403) 233-4686,213.txt,signature,14,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,(,0,1,1,0,0,0,19,57.0,17,76,3,16,5,1,0,1,1,1,0.7894736842105263,0.9375,0.24561403508771928,1,0,1,1
1350,carol.moline@powerpool.ab.ca,213.txt,signature,28,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,19,57.0,17,76,3,16,5,0,1,0,1,1,0.8421052631578947,1.0,0.49122807017543857,1,0,1,1
1351,"	mark.frevert@enron.com, joe.hirko@enron.com, ",214.txt,no_entity,46,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,6,0,0,0,1,0.125,0.14285714285714285,0.6052631578947368,1,0,1,0
1352,"	stanley.horton@enron.com, steven.kean@enron.com, ",214.txt,no_entity,50,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,5,0,0,0,1,0.25,0.2857142857142857,0.6578947368421053,1,0,1,0
1353,"	mark.koenig@enron.com, mike.mcconnell@enron.com, ",214.txt,no_entity,50,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,4,0,0,1,1,0.375,0.42857142857142855,0.6578947368421053,1,0,1,0
1354,"	jeffrey.mcmahon@enron.com, mark.metts@enron.com, ",214.txt,no_entity,50,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,3,0,0,1,1,0.5,0.5714285714285714,0.6578947368421053,1,0,1,0
1355,"	cindy.olson@enron.com, lou.pai@enron.com, ken.rice@enron.com, ",214.txt,no_entity,63,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,2,0,0,1,1,0.625,0.7142857142857143,0.8289473684210527,1,0,0,0
1356,"	joe.sutton@enron.com, c..williams@enron.com",214.txt,no_entity,44,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,	,0,1,1,0,0,0,8,76.0,44,226,1,7,0,1,0,1,1,1,0.75,0.8571428571428571,0.5789473684210527,1,0,1,0
1357,"Now that there is a more concerted investigation going on, including numerous FBI agents in town seeking interviews, it is perhaps prudent to remind you that before talking to the FBI or any other investigator, you contact us.",214.txt,no_entity,226,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,0,8,76.0,44,226,1,7,0,0,1,0,1,1,0.875,1.0,2.973684210526316,0,1,0,0
1358,Lisa - hope you had a great week and have plans for this incredible weekend that is coming our way!!  Just wanted to drop you a line a say hi - Ciao - Serena,215.txt,no_entity,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,1,1,0,0,0,3,157.0,157,157,2,1,0,0,1,0,1,1,0.3333333333333333,1.0,1.0,1,0,0,0
1359,"dude, there is hardly nothing to do anymore.  not sure why they want to hire susie, i guess just in case i drop dead they want to have a backup...but i told them Darrin can be my backup....anyway...who knows...whatever...i think going back to school is good for everyone...its hard i know its going to be so hard for me...i'm going to be so broke....oh well...its only for 3 years....have to study my ass off...don't even know where to start...its been 15 years since college for me...what is a girl to do...How's Jess...what the hell is he doing now? lets get together soon...you might have to teach me how to study....",216.txt,no_entity,620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,1,1,0,0,0,6,315.0,10,620,4,2,1,1,0,1,1,1,0.16666666666666666,0.5,1.9682539682539681,0,1,0,0
1360,lisa ,216.txt,signature,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,l,0,1,1,0,0,0,6,315.0,10,620,4,2,1,0,1,0,1,1,0.3333333333333333,1.0,0.015873015873015872,1,0,1,1
1361,Lisa - ,217.txt,no_entity,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,1,1,0,0,1,6,235.0,7,463,4,2,0,1,0,1,1,1,0.16666666666666666,0.5,0.029787234042553193,1,0,1,1
1362,"Still fighting with the Mo-Jo huh??  How is everything going, are you able to leave with a smile on your face everyday?  Awesome that Susie is coming back, that should be fun for you guys, get the old team back together!!  Good luck with Law school, I think that is a fabulous idea, I think I might go back to school as well, but for what I am not yet certain.  I miss you too, we should get together in the relatively near future.  Say hi to Julie for me, Serena",217.txt,no_entity,463,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,6,235.0,7,463,4,2,0,0,1,0,1,1,0.3333333333333333,1.0,1.9702127659574469,0,1,0,0
1363,"I'm great except for you know who...god we fight every day...it is so funny...what's going on with you?  you don't want to come back here do you?  i wish you would have stayed...apparently, they hired another consultant, remember Susie..she is going to work part time...we are not busy here at all..we terminated NEVP and SPP so i'm usually done by 11:00...talk with Murray...hows everything else going?  i miss you...i'm thinking about going to law school...crazy, huh but i figure this is my only opportunity to go back to school..i hope all's well...hang in there...its tough times but things always happens for a reason...let me know whats up...",218.txt,no_entity,649,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,7,331.0,13,649,5,2,0,1,0,1,1,1,0.14285714285714285,0.5,1.960725075528701,0,1,0,0
1364,"[Gang, Lisa] ",218.txt,no_entity,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,[,0,1,1,0,0,1,7,331.0,13,649,5,2,0,0,1,0,1,1,0.2857142857142857,1.0,0.03927492447129909,1,0,1,1
1365,Lisa - How the heck are you??  Need a scheduler?? Serena ,219.txt,no_entity,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L,0,1,1,0,0,0,15,138.0,12,823,7,8,7,7,0,0,0,1,0.06666666666666667,0.125,0.41304347826086957,1,0,1,1
1366,Serena Bishop ,219.txt,signature,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,1,15,138.0,12,823,7,8,7,6,0,0,0,1,0.13333333333333333,0.25,0.10144927536231885,1,0,1,1
1367,Financial Analyst ,219.txt,signature,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,1,0,0,1,15,138.0,12,823,7,8,7,5,0,0,0,1,0.2,0.375,0.13043478260869565,1,0,1,1
1368,Merant ,219.txt,signature,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0,1,1,0,0,1,15,138.0,12,823,7,8,7,4,0,0,1,1,0.26666666666666666,0.5,0.050724637681159424,1,0,1,1
1369,503.617.2815 ,219.txt,signature,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,15,138.0,12,823,7,8,7,3,0,0,1,1,0.3333333333333333,0.625,0.09420289855072464,1,0,1,1
1370,**********************************************************************,219.txt,signature,70,6,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,15,138.0,12,823,7,8,7,2,0,0,1,1,0.4,0.75,0.5072463768115942,1,0,1,0
1371,"This e-mail is the property of Enron Corp. and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). Any review, use, distribution or disclosure by others is strictly prohibited. If you are not the intended recipient (or authorized to receive for the recipient), please contact the sender or reply to Enron Corp. at enron.messaging.administration@enron.com and delete all copies of the message. This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and do not create or evidence a binding and enforceable contract between Enron Corp. (or any of its affiliates) and the intended recipient or any other party, and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. ",219.txt,signature,818,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,15,138.0,12,823,7,8,7,1,0,1,1,1,0.4666666666666667,0.875,5.927536231884058,0,1,0,0
1372,**********************************************************************,219.txt,signature,70,8,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,15,138.0,12,823,7,8,7,0,1,0,1,1,0.5333333333333333,1.0,0.5072463768115942,1,0,1,0
1373,     Hi.,22.txt,no_entity,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,1,0,1,39,53.0,8,74,13,26,17,25,0,0,0,0,0.02564102564102564,0.038461538461538464,0.1509433962264151,1,0,1,1
1374,     The Market Risk Meeting has been scheduled for today at 12:30,22.txt,no_entity,66,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,39,53.0,8,74,13,26,17,24,0,0,0,0,0.05128205128205128,0.07692307692307693,1.2452830188679245,0,1,0,0
1375,     p.m. Houston Time.,22.txt,no_entity,23,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,39,53.0,8,74,13,26,17,23,0,0,0,0,0.07692307692307693,0.11538461538461539,0.4339622641509434,1,0,1,1
1376,     The dial in information is as follows:,22.txt,no_entity,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,39,53.0,8,74,13,26,17,22,0,0,0,0,0.10256410256410256,0.15384615384615385,0.8113207547169812,1,0,0,0
1377,     Dial In Number:  203-719-0070,22.txt,no_entity,34,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,1,39,53.0,8,74,13,26,17,21,0,0,0,0,0.1282051282051282,0.19230769230769232,0.6415094339622641,1,0,1,0
1378,     Freephone within the U.S.:  877-315-5218,22.txt,no_entity,45,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,39,53.0,8,74,13,26,17,20,0,0,0,0,0.15384615384615385,0.23076923076923078,0.8490566037735849,1,0,0,0
1379,     Pin Number:  910410,22.txt,no_entity,24,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,1,39,53.0,8,74,13,26,17,19,0,0,0,0,0.1794871794871795,0.2692307692307692,0.4528301886792453,1,0,1,1
1380,"     Mercy, please reserve a conference room for those participants in",22.txt,no_entity,70,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,0,39,53.0,8,74,13,26,17,18,0,0,0,0,0.20512820512820512,0.3076923076923077,1.320754716981132,0,1,0,0
1381,     Houston.,22.txt,no_entity,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,1,39,53.0,8,74,13,26,17,17,0,0,0,0,0.23076923076923078,0.34615384615384615,0.24528301886792453,1,0,1,1
1382,     Thanks.,22.txt,signature,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,0,0,1,39,53.0,8,74,13,26,17,16,0,0,0,0,0.2564102564102564,0.38461538461538464,0.22641509433962265,1,0,1,1
1383,     jm,22.txt,signature,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,1,1,1,0,0,39,53.0,8,74,13,26,17,15,0,0,0,0,0.28205128205128205,0.4230769230769231,0.1320754716981132,1,0,1,1
1384,Visit our website at http://www.ubswarburg.com,22.txt,signature,46,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V,0,1,1,0,0,0,39,53.0,8,74,13,26,17,14,0,0,0,0,0.3076923076923077,0.46153846153846156,0.8679245283018868,1,0,0,0
1385,This message contains confidential information and is intended only,22.txt,signature,67,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,39,53.0,8,74,13,26,17,13,0,0,0,0,0.3333333333333333,0.5,1.2641509433962264,0,1,0,0
1386,for the individual named.  If you are not the named addressee you,22.txt,signature,65,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f,0,1,1,0,0,0,39,53.0,8,74,13,26,17,12,0,0,0,0,0.358974358974359,0.5384615384615384,1.2264150943396226,0,1,0,0
1387,"should not disseminate, distribute or copy this e-mail.  Please",22.txt,signature,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,s,0,1,1,0,0,0,39,53.0,8,74,13,26,17,11,0,0,0,0,0.38461538461538464,0.5769230769230769,1.1886792452830188,0,1,0,0
1388,notify the sender immediately by e-mail if you have received this,22.txt,signature,65,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n,0,1,1,0,0,0,39,53.0,8,74,13,26,17,10,0,0,0,1,0.41025641025641024,0.6153846153846154,1.2264150943396226,0,1,0,0
1389,e-mail by mistake and delete this e-mail from your system.,22.txt,signature,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e,0,1,1,0,0,0,39,53.0,8,74,13,26,17,9,0,0,0,1,0.4358974358974359,0.6538461538461539,1.0943396226415094,0,1,0,0
1390,E-mail transmission cannot be guaranteed to be secure or error-free,22.txt,signature,67,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,39,53.0,8,74,13,26,17,8,0,0,0,1,0.46153846153846156,0.6923076923076923,1.2641509433962264,0,1,0,0
1391,"as information could be intercepted, corrupted, lost, destroyed,",22.txt,signature,64,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,1,1,0,0,0,39,53.0,8,74,13,26,17,7,0,0,0,1,0.48717948717948717,0.7307692307692307,1.2075471698113207,0,1,0,0
1392,"arrive late or incomplete, or contain viruses.  The sender therefore",22.txt,signature,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,1,1,0,0,0,39,53.0,8,74,13,26,17,6,0,0,0,1,0.5128205128205128,0.7692307692307693,1.2830188679245282,0,1,0,0
1393,does not accept liability for any errors or omissions in the contents,22.txt,signature,69,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d,0,1,1,0,0,0,39,53.0,8,74,13,26,17,5,0,0,0,1,0.5384615384615384,0.8076923076923077,1.3018867924528301,0,1,0,0
1394,of this message which arise as a result of e-mail transmission.  If,22.txt,signature,67,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,1,1,0,0,0,39,53.0,8,74,13,26,17,4,0,0,1,1,0.5641025641025641,0.8461538461538461,1.2641509433962264,0,1,0,0
1395,verification is required please request a hard-copy version.  This,22.txt,signature,66,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,v,0,1,1,0,0,0,39,53.0,8,74,13,26,17,3,0,0,1,1,0.5897435897435898,0.8846153846153846,1.2452830188679245,0,1,0,0
1396,message is provided for informational purposes and should not be,22.txt,signature,64,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,m,0,1,1,0,0,0,39,53.0,8,74,13,26,17,2,0,0,1,1,0.6153846153846154,0.9230769230769231,1.2075471698113207,0,1,0,0
1397,construed as a solicitation or offer to buy or sell any securities or,22.txt,signature,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,39,53.0,8,74,13,26,17,1,0,1,1,1,0.6410256410256411,0.9615384615384616,1.3018867924528301,0,1,0,0
1398,related financial instruments.,22.txt,signature,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,1,0,0,0,0,39,53.0,8,74,13,26,17,0,1,0,1,1,0.6666666666666666,1.0,0.5660377358490566,1,0,1,0
1399,This email is acknowledgement from the Power Pool of Alberta of the change,220.txt,no_entity,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,37,49.0,10,76,6,31,5,30,0,0,0,0,0.02702702702702703,0.03225806451612903,1.510204081632653,0,1,0,0
1400,in direct sales/forward contract registration for contracts that are,220.txt,no_entity,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i,0,1,1,0,0,0,37,49.0,10,76,6,31,5,29,0,0,0,0,0.05405405405405406,0.06451612903225806,1.3877551020408163,0,1,0,0
1401,currently registered with the Power Pool between Lethbridge Ironworks and,220.txt,no_entity,73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,37,49.0,10,76,6,31,5,28,0,0,0,0,0.08108108108108109,0.0967741935483871,1.489795918367347,0,1,0,0
1402,Enron Canada Power Corporation for trading after December 29 HE 1 2001.  On,220.txt,no_entity,75,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,37,49.0,10,76,6,31,5,27,0,0,0,0,0.10810810810810811,0.12903225806451613,1.530612244897959,0,1,0,0
1403,January 7 the Power Pool received your acknowledgement of Enron's change in,220.txt,no_entity,75,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,J,0,1,1,0,0,0,37,49.0,10,76,6,31,5,26,0,0,0,0,0.13513513513513514,0.16129032258064516,1.530612244897959,0,1,0,0
1404,the source asset for the direct sales/forward contract registrations for,220.txt,no_entity,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,37,49.0,10,76,6,31,5,25,0,0,0,0,0.16216216216216217,0.1935483870967742,1.469387755102041,0,1,0,0
1405,contract # 934 to modify the source from the Sundance 3 unit (SD3) to,220.txt,no_entity,69,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,37,49.0,10,76,6,31,5,24,0,0,0,0,0.1891891891891892,0.22580645161290322,1.4081632653061225,0,1,0,0
1406,Enron's unmetered source asset (ECP-).  The modified registration terms will,220.txt,no_entity,76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,37,49.0,10,76,6,31,5,23,0,0,0,0,0.21621621621621623,0.25806451612903225,1.5510204081632653,0,1,0,0
1407,be effective December 29 HE 1 2001 and will apply until the expiry date of,220.txt,no_entity,74,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,b,0,1,1,0,0,0,37,49.0,10,76,6,31,5,22,0,0,0,0,0.24324324324324326,0.2903225806451613,1.510204081632653,0,1,0,0
1408,the contract registration for net settlement purposes.,220.txt,no_entity,54,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,37,49.0,10,76,6,31,5,21,0,0,0,0,0.2702702702702703,0.3225806451612903,1.1020408163265305,0,1,0,0
1409,"In addition, as has been verbally communicated to you, the Power Pool was",220.txt,no_entity,73,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,37,49.0,10,76,6,31,5,20,0,0,0,0,0.2972972972972973,0.3548387096774194,1.489795918367347,0,1,0,0
1410,required to modify a direct sales/forward contract with Enron Canada Power,220.txt,no_entity,74,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,r,0,1,1,0,0,0,37,49.0,10,76,6,31,5,19,0,0,0,0,0.32432432432432434,0.3870967741935484,1.510204081632653,0,1,0,0
1411,Corporation that was registered with the Power Pool in 2001 due to the sale,220.txt,no_entity,75,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,C,0,1,1,0,0,0,37,49.0,10,76,6,31,5,18,0,0,0,0,0.35135135135135137,0.41935483870967744,1.530612244897959,0,1,0,0
1412,of the Sundance 3 unit effective December 29 HE 1 2001.  The details of,220.txt,no_entity,71,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,o,0,1,1,0,0,0,37,49.0,10,76,6,31,5,17,0,0,0,0,0.3783783783783784,0.45161290322580644,1.4489795918367347,0,1,0,0
1413,these changes are provided below.,220.txt,no_entity,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t,0,1,1,0,0,0,37,49.0,10,76,6,31,5,16,0,0,0,0,0.40540540540540543,0.4838709677419355,0.673469387755102,1,0,1,0
1414,***********************************,220.txt,no_entity,35,16,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,*,0,1,1,1,1,0,37,49.0,10,76,6,31,5,15,0,0,0,0,0.43243243243243246,0.5161290322580645,0.7142857142857143,1,0,1,0
1415,Original Contract Number: 933,220.txt,no_entity,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,37,49.0,10,76,6,31,5,14,0,0,0,0,0.4594594594594595,0.5483870967741935,0.5918367346938775,1,0,1,0
1416,Terminated: December 28 HE 24,220.txt,no_entity,29,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,37,49.0,10,76,6,31,5,13,0,0,0,0,0.4864864864864865,0.5806451612903226,0.5918367346938775,1,0,1,0
1417,Source:  Enron Sundance 3 (Enron's metered asset),220.txt,no_entity,49,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,37,49.0,10,76,6,31,5,12,0,0,0,0,0.5135135135135135,0.6129032258064516,1.0,1,0,0,0
1418,Sink: LI1L,220.txt,no_entity,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,37,49.0,10,76,6,31,5,11,0,0,0,0,0.5405405405405406,0.6451612903225806,0.20408163265306123,1,0,1,1
1419,New Contract Number: 2053,220.txt,no_entity,25,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,1,1,0,0,1,37,49.0,10,76,6,31,5,10,0,0,0,1,0.5675675675675675,0.6774193548387096,0.5102040816326531,1,0,1,0
1420,Begin Date: December 29 HE 1,220.txt,no_entity,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,0,1,1,0,0,0,37,49.0,10,76,6,31,5,9,0,0,0,1,0.5945945945945946,0.7096774193548387,0.5714285714285714,1,0,1,0
1421,Expiry Date: December 31 HE 24,220.txt,no_entity,30,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,E,0,1,1,0,0,0,37,49.0,10,76,6,31,5,8,0,0,0,1,0.6216216216216216,0.7419354838709677,0.6122448979591837,1,0,1,0
1422,Source:  Enron ECP- (Enron's unmetered asset),220.txt,no_entity,45,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,37,49.0,10,76,6,31,5,7,0,0,0,1,0.6486486486486487,0.7741935483870968,0.9183673469387755,1,0,0,0
1423,Sink: LI1L,220.txt,no_entity,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S,0,1,1,0,0,0,37,49.0,10,76,6,31,5,6,0,0,0,1,0.6756756756756757,0.8064516129032258,0.20408163265306123,1,0,1,1
1424,"If you have any questions relating to this matter, please give me a call.",220.txt,no_entity,73,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I,0,1,1,0,0,0,37,49.0,10,76,6,31,5,5,0,0,0,1,0.7027027027027027,0.8387096774193549,1.489795918367347,0,1,0,0
1425,Carol Moline,220.txt,signature,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,0,1,0,0,0,1,37,49.0,10,76,6,31,5,4,0,0,1,1,0.7297297297297297,0.8709677419354839,0.24489795918367346,1,0,1,1
1426,Financial Controller,220.txt,signature,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,0,1,0,0,0,1,37,49.0,10,76,6,31,5,3,0,0,1,1,0.7567567567567568,0.9032258064516129,0.40816326530612246,1,0,1,1
1427,Power Pool of Alberta,220.txt,signature,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P,0,1,1,0,0,0,37,49.0,10,76,6,31,5,2,0,0,1,1,0.7837837837837838,0.9354838709677419,0.42857142857142855,1,0,1,1
1428,(403) 233-4686,220.txt,signature,14,30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,(,0,1,1,0,0,0,37,49.0,10,76,6,31,5,1,0,1,1,1,0.8108108108108109,0.967741935483871,0.2857142857142857,1,0,1,1
1429,carol.moline@powerpool.ab.ca,220.txt,signature,28,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,1,1,0,0,0,37,49.0,10,76,6,31,5,0,1,0,1,1,0.8378378378378378,1.0,0.5714285714285714,1,0,1,0
1430,The following reports have been waiting for your approval for more than 4 days.  Please review.,221.txt,no_entity,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,0,1,1,0,0,0,6,41.0,21,95,2,4,0,3,0,0,1,1,0.16666666666666666,0.25,2.317073170731707,0,1,0,0
1431,Owner: Karen K Heathman,221.txt,no_entity,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,O,0,1,1,0,0,1,6,41.0,21,95,2,4,0,2,0,0,1,1,0.3333333333333333,0.5,0.5609756097560976,1,0,1,0
1432,Report Name: Brad Larson,221.txt,no_entity,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R,0,1,1,0,0,1,6,41.0,21,95,2,4,0,1,0,1,1,1,0.5,0.75,0.5853658536585366,1,0,1,0
1433,Days In Mgr. Queue: 6,221.txt,no_entity,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D,0,1,1,0,0,1,6,41.0,21,95,2,4,0,0,1,0,1,1,0.6666666666666666,1.0,0.5121951219512195,1,0,1,0
